code_parametre;cas;ppp_usage;ppp_usages_typiques;statut_ue;date_expiration;autorisation_france;mentions;pnec_ugl;mentions_danger
6546;20859-73-8;insecticide;"Traitements généraux, Fumigation (désinsectisation), Locx Struct. Matér. (POV...; Traitements généraux, Trt Prod. Réc., Désinsectisation (1); Traitements généraux, Fumigation, Taupe; Forêt, Trt bois abattus, Insectes xylophages et sous-corticaux; Traitements généraux, Fumigation, Petits rongeurs; Traitements généraux, Désinsectisation, Locx Struct. Matér. (POA); Céréales, Trt Prod. Réc., Ravageurs des denrées stockées";Approuvée;2026-11-30;Oui;;0.0965;H260 H300 H311 H330 H400
1665;14816-18-3;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Non approuvée;;;;;
1708;1918-02-1;herbicide;Crucifères oléagineuses, Désherbage;Approuvée;2028-02-15;Oui;;55.0;H400 H410
5665;137641-05-5;herbicide;"Orge, Désherbage; Seigle, Désherbage; Blé, Désherbage";Approuvée;2031-06-30;Oui;;0.024;H373 H400 H410
2669;117428-22-5;fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;Non approuvée;2017-08-31;;;;
7057;243973-20-8;herbicide;"Orge, Désherbage; Seigle, Désherbage; Porte graine - Graminées fourragères et à gazons, Désherbage; Blé, Désherbage";Approuvée;2026-06-30;Oui;;8.8;H302 H317 H319 H332 H335 H361d H400 H412
7737;9003-29-6;autre;"Autre usage phytopharmaceutique ; consulter e-phy/INRS pour le détail.";;;;;;
2718;107-21-1;autre;"Autre usage phytopharmaceutique ; consulter e-phy/INRS pour le détail.";;;;;;
5667;75747-77-2;fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;;;;;;
1253;67747-09-5;fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;Non approuvée;2021-12-31;;candidat à la substitution;;
1664;32809-16-8;fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;Non approuvée;;;;;
8046;139001-49-3;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Non approuvée;2021-07-31;;candidat à la substitution;;
5668;127277-53-6;régulateur de croissance;"Gazons de graminées, Trt Part.Aer., Régul. Croiss. Org. Aériens; Fruits à pépins, Trt Part.Aer., Régul. Croiss. Org. Aériens; Fruits à pépins, Trt Part.Aer., Feu bactérien; Prunier, Trt Part.Aer., Limit.Croiss.Org.Aériens; Vigne, Trt Part.Aer., Act. Nouaison; Orge, Trt Part.Aer., Régul. Croiss. Org. Aériens; Avoine, Trt Part.Aer., Régul. Croiss. Org. Aériens; Blé, Trt Part.Aer., Régul. Croiss. Org. Aériens";Approuvée;;Oui;;120.0;H412
1712;1918-16-7;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Non approuvée;;;;;
2988;25606-41-1;fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;Approuvée;2027-01-31;Oui;;;
6398;24579-73-5;fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;Approuvée;2027-01-31;Oui;;1230.0;H317
1532;709-98-8;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Non approuvée;;;;;
1972;111479-05-1;herbicide;"Carotte, Désherbage; Laitue, Désherbage; Légumineuses fourragères, Désherbage; Pomme de terre, Désherbage; Porte graine, Désherbage; Betterave industrielle et fourragère, Désherbage; Crucifères oléagineuses, Désherbage; Graines protéagineuses, Désherbage";Approuvée;2027-02-28;Oui;;1.9;H317 H351 H400 H410
1255;2312-35-8;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Non approuvée;;;;;
1257;60207-90-1;fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;Non approuvée;2018-12-19;;candidat à la substitution;;
2989;12071-83-9;fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;Non approuvée;2018-03-22;;;;
1414;23950-58-5;herbicide;"Crucifères oléagineuses, Désherbage; Vigne, Désherbage, Cult. Installées; Porte graine, Désherbage; Chicorées - Production de racines, Désherbage; Artichaut, Désherbage; Fruits à noyau, Désherbage, Cult. Installées; Graines protéagineuses, Désherbage; Laitue, Désherbage";Approuvée;2027-11-30;Oui;candidat à la substitution;2.1;H351 H400 H410
7422;189278-12-4;fongicide;"Vigne, Trt Part.Aer., Oïdium(s); Avoine, Trt Part.Aer., Oïdium(s); Orge, Trt Part.Aer., Oïdium(s); Seigle, Trt Part.Aer., Oïdium(s); Blé, Trt Part.Aer., Oïdium(s)";Approuvée;2026-05-15;Oui;;0.18;H351 H400 H410
1092;52888-80-9;herbicide;"Blé, Désherbage; Orge, Désherbage; Seigle, Désherbage; Pomme de terre, Désherbage; Tournesol, Désherbage; Arbres et arbustes, Désherbage, Pépi. Pl. terre; Arbres et arbustes, Désherbage, Plantat. Pl. terre; Carotte, Désherbage";Approuvée;2027-01-31;Oui;;7.5;H302 H317 H411
2534;94125-34-5;herbicide;"Maïs doux, Désherbage; Maïs, Désherbage; Lin, Désherbage";Approuvée;2026-06-15;Oui;candidat à la substitution;0.212;H302 H400 H410
5603;178928-70-6;fongicide;"Orge, Trt Part.Aer., Fusarioses; Orge, Trt Part.Aer., Helminthosporiose et ramulariose; Orge, Trt Part.Aer., Oïdium(s); Orge, Trt Part.Aer., Rhynchosporiose; Orge, Trt Part.Aer., Rouille(s); Seigle, Trt Part.Aer., Rhynchosporiose; Seigle, Trt Part.Aer., Rouille(s); Blé, Trt Part.Aer., Fusarioses";Approuvée;2027-03-31;Oui;;4.56;H400 H410
5416;123312-89-0;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Non approuvée;;;;;
2576;175013-18-0;fongicide;"Crucifères oléagineuses, Trt Part.Aer., Maladies fongiques des siliques; Crucifères oléagineuses, Trt Part.Aer., Sclérotiniose; Tournesol, Trt Part.Aer., Phoma (1); Tournesol, Trt Part.Aer., Phomopsis (1); Graines protéagineuses, Trt Part.Aer., Anthracnose(s); Graines protéagineuses, Trt Part.Aer., Pourriture grise et sclérotinioses; Légumineuses potagères (sèches), Trt Part.Aer., Maladies des taches brunes; Légumineuses potagères (sèches), Trt Part.Aer., Pourriture grise et sclérotinios";Approuvée;2026-09-15;Oui;;0.94;H315 H331 H400 H410
5509;129630-19-9;herbicide;"Orge, Désherbage; Seigle, Désherbage; Blé, Désherbage; Pomme de terre, Trt Part.Aer., Défanage; Vigne, Trt Part.Aer., Epamprage; Vigne, Désherbage, Cult. Installées";Approuvée;2031-03-31;Oui;;0.0172;H400 H410
1890;96489-71-3;insecticide;"Tomate - Aubergine, Trt Part.Aer., Aleurodes; Tomate - Aubergine, Trt Part.Aer., Acariens; Cucurbitacées à peau comestible, Trt Part.Aer., Acariens; Cucurbitacées à peau comestible, Trt Part.Aer., Aleurodes; Poivron, Trt Part.Aer., Acariens; Poivron, Trt Part.Aer., Aleurodes; Arbres et arbustes, Trt Part.Aer., Acariens; Cultures florales et plantes vertes, Trt Part.Aer., Acariens, phytoptes et tarso";Approuvée;2026-07-31;Oui;;0.11;H301 H331 H400 H410
8581;179101-81-6;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Non approuvée;2024-06-30;;;;
1259;55512-33-9;herbicide;"Choux, Désherbage; Artichaut, Désherbage; Légumineuses fourragères, Désherbage; Maïs doux, Désherbage; Oignon, Désherbage; Poireau, Désherbage; Porte graine, Désherbage; Salsifis, Désherbage";Approuvée;2030-12-31;Oui;;4.9;H302 H315 H317 H400 H410
1432;53112-28-0;fongicide;"Fruits à pépins, Trt Part.Aer., Tavelure(s); Cultures florales et plantes vertes, Trt Part.Aer., Pourriture grise; Fraisier, Trt Part.Aer., Pourriture grise et sclérotinioses; Graines protéagineuses, Trt Part.Aer., Anthracnose(s); Graines protéagineuses, Trt Part.Aer., Pourriture grise et sclérotinioses; Haricots, Trt Part.Aer., Maladies des taches brunes (1); Haricots, Trt Part.Aer., Pourriture grise et sclérotinioses (1); Laitue, Trt Part.Aer., Pourriture grise et sclérotinioses";Approuvée;2026-06-30;Oui;;7.7;H411
1528;23103-98-2;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Approuvée;2026-10-31;Oui;candidat à la substitution;2.0;H301 H317 H331 H351 H400 H410
1261;29232-93-7;insecticide;"Traitements généraux, Fumigation (désinsectisation), Locx Struct. Matér. (POV...; Traitements généraux, Désinsectisation, Locx Struct. Matér. (POV...); Céréales, Trt Prod. Réc., Ravageurs des denrées stockées; Traitements généraux, Désinsectisation, Sacs Emballages (POV)";Approuvée;2027-01-31;Oui;;;H302 H372 H400 H410
8583;688046-61-9;fongicide;"Avoine, Trt Part.Aer., Oïdium(s); Orge, Trt Part.Aer., Oïdium(s); Seigle, Trt Part.Aer., Oïdium(s); Blé, Trt Part.Aer., Oïdium(s); Vigne, Trt Part.Aer., Oïdium(s)";Approuvée;2027-06-30;Oui;;8.99;H351 H410
5499;95737-68-1;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Approuvée;2035-07-31;Non;;0.0015;H400 H410
7340;422556-08-9;herbicide;"Seigle, Désherbage; Blé, Désherbage";Approuvée;2027-09-30;Oui;;0.388;H317 H400 H410
2087;90717-03-6;herbicide;"Crucifères oléagineuses, Désherbage; Porte graine, Désherbage; Betterave industrielle et fourragère, Désherbage";Approuvée;2026-12-31;Oui;;79.0;H400 H410
7723;2797-51-5;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Non approuvée;;;;;
2028;124495-18-7;fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;Non approuvée;2018-12-27;;candidat à la substitution;;
6637;100646-51-3;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Approuvée;2027-02-28;"Non
Oui";;2.1;H302 H400 H410
1892;122931-48-0;herbicide;"Pomme de terre, Désherbage; Tomate - Aubergine, Désherbage; Maïs, Désherbage; Chicorées - Production de racines, Désherbage";Approuvée;2028-08-15;Oui;;0.46;H317 H400 H410
2029;83-79-4;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Non approuvée;;;;;
"2974
8070";87392-12-9;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Non approuvée;2024-01-22;;;6.7;H317 H400 H410
7724;874967-67-6;fongicide;"Betterave industrielle et fourragère, Trt Sem., Champignons (autres que pythiacé; Betterave industrielle et fourragère, Trt Sem., Champignons (pythiacées); Orge, Trt Sem., Champignons (autres que pythiacées); Seigle, Trt Sem., Champignons (autres que pythiacées); Avoine, Trt Sem., Champignons (autres que pythiacées); Blé, Trt Sem., Champignons (autres que pythiacées); Maïs, Trt Sem., Charbon des inflorescences; Maïs doux, Trt Sem. Plants, Champignons (autres que pythiacées)";Approuvée;2027-10-31;Oui;;6.2;H351 H400 H411
5609;175217-20-6;fongicide;"Orge, Trt Sem., Champignons (autres que pythiacées); Blé, Trt Sem., Champignons (autres que pythiacées)";Approuvée;2033-06-30;Oui;;47.0;H373 H411
1819;63705-05-5;fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;Approuvée;2026-07-31;Oui;biocontrôle;;H315
8041;935545-74-7;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Non approuvée;2024-06-30;Non;;;
5610;168316-95-8;insecticide;"Pomme de terre, Trt Sol, Ravageurs du sol; Carotte, Trt Sol, Ravageurs du sol; Carotte, Trt Sol, Mouches; Betterave potagère, Trt Sol, Ravageurs du sol; Arbres et arbustes, Trt Part.Aer., Chenilles phytophages; Arbres et arbustes, Trt Part.Aer., Ravageurs divers (1); Cultures florales et plantes vertes, Trt Part.Aer., Chenilles phytophages; Cultures florales et plantes vertes, Trt Part.Aer., Ravageurs divers (1)";Approuvée;2026-10-31;Oui;biocontrôle;0.12;H400 H410
8044;148477-71-8;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Non approuvée;2020-07-31;;;;
7738;283594-90-1;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Non approuvée;2023-09-30;Non;;;
7506;203313-25-1;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Non approuvée;2024-04-30;Non;;8.5;H317 H319 H335 H361fd H400 H410
2664;118134-30-8;fongicide;"Avoine, Trt Part. Aer., Fusariose à microdochium; Avoine, Trt Part.Aer., Fusarioses; Avoine, Trt Part.Aer., Oïdium(s); Avoine, Trt Part.Aer., Piétin verse; Avoine, Trt Part.Aer., Rouille couronnée; Avoine, Trt Part.Aer., Septoriose(s) et helminthosporiose; Blé, Trt Part.Aer., Fusariose à microdochium; Blé, Trt Part.Aer., Fusarioses";Approuvée;2026-05-31;Oui;;0.2;H302 H312 H315 H317 H332 H361d H373 H400 H410
1662;99105-77-8;herbicide;"Lin, Désherbage; Graminées fourragères, Désherbage; Maïs doux, Désherbage; Maïs, Désherbage";Approuvée;2026-11-30;Oui;candidat à la substitution;2.35;H317 H361d H373 H400 H410
5612;7782-63-0;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Approuvée;2026-11-30;Oui;biocontrôle;;H302 H315 H319
2077;81591-81-3;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Approuvée;2033-12-15;Oui;;;
2085;141776-32-1;herbicide;Blé, Désherbage;Approuvée;2030-12-31;Oui;;;H400 H410
1193;102851-06-9;insecticide;"Céréales à paille, Trt Part.Aer., Pucerons; Céréales à paille, Trt Part.Aer., Mouches; Crucifères oléagineuses, Trt Part.Aer., Pucerons; Betterave industrielle et fourragère, Trt Part.Aer., Pucerons; Pomme de terre, Trt Part.Aer., Pucerons; Tournesol, Trt Part.Aer., Pucerons; Carotte, Trt Part.Aer., Pucerons; Artichaut, Trt Part.Aer., Pucerons";Approuvée;2027-01-31;Oui;;0.0064;H302 H315 H400 H410
1694;107534-96-3;fongicide;"Vigne, Trt Part.Aer., Oïdium(s); Avoine, Trt Part.Aer., Rouille couronnée; Orge, Trt Part.Aer., Helminthosporiose et ramulariose; Orge, Trt Part.Aer., Oïdium(s); Orge, Trt Part.Aer., Rhynchosporiose; Orge, Trt Part.Aer., Rouille(s); Seigle, Trt Part.Aer., Rhynchosporiose; Seigle, Trt Part.Aer., Rouille(s)";Approuvée;2026-08-15;Oui;candidat à la substitution;1.0;H302 H361d H400 H410
1895;112410-23-8;insecticide;"Chataignier, Trt Part.Aer., Chenilles foreuses des fruits; Noyer, Trt Part.Aer., Chenilles foreuses des fruits; Fruits à pépins, Trt Part.Aer., Chenilles foreuses des fruits; Fruits à pépins, Trt Part.Aer., Chenilles phytophages; Vigne, Trt Part.Aer., Chenilles phytophages; Vigne, Trt Part.Aer., Tordeuses de la grappe; Arbres et arbustes, Trt Part.Aer., Chenilles phytophages; Cultures florales et plantes vertes, Trt Part.Aer., Chenilles phytophages";Approuvée;2027-01-31;Oui;;0.57;H411
1896;119168-77-3;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Approuvée;2027-01-31;Oui;candidat à la substitution;;H301 H317 H332 H373 H400 H410
1897;83121-18-0;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Non approuvée;;;;;
1953;79538-32-2;insecticide;"Avoine, Trt Sem., Champignons (autres que pythiacées); Céréales à paille, Trt Sem., Mouches; Céréales à paille, Trt Sem., Ravageurs des parties aériennes; Céréales à paille, Trt Sem., Ravageurs du sol; Orge, Trt Sem., Champignons (autres que pythiacées); Seigle, Trt Sem., Champignons (autres que pythiacées); Blé, Trt Sem., Champignons (autres que pythiacées); Maïs doux, Trt Sol, Ravageurs du sol";Approuvée;2027-05-31;Oui;;0.00023;H300 H310 H330 H400 H410
7086;335104-84-2;herbicide;"Maïs, Désherbage; Maïs doux, Désherbage; PPAM - non alimentaires, Désherbage; Pavot, Désherbage";Approuvée;2026-12-31;Oui;candidat à la substitution;0.6;H317 H361d H373 H400 H410
1898;3383-96-8;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Non approuvée;;;;;
1268;5915-41-3;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Approuvée;2027-05-31;Oui;;1.9;H302 H373 H400 H410
1660;112281-77-3;fongicide;"Blé, Trt Part.Aer., Oïdium(s); Blé, Trt Part.Aer., Rouille(s); Blé, Trt Part.Aer., Septoriose(s); Betterave industrielle et fourragère, Trt Part.Aer., Maladies du feuillage; Orge, Trt Part.Aer., Oïdium(s); Blé, Trt Part.Aer., Helminthosporiose";Approuvée;2027-03-31;Oui;;4.2;H302 H332 H411
1713;148-79-8;fongicide;"Bananier, Trt Prod. Réc., Maladies de conservation; Pomme de terre, Trt Tuber. Semences, Champignons (autres que pythiacées); Chicorées - Production de chicons, Trt Sem. Plants, Champignons (autres que pyth";Approuvée;2032-03-31;Oui;;1.2;H400 H410
5671;111988-49-9;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Non approuvée;2020-02-03;;candidat à la substitution;;
6390;153719-23-4;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Non approuvée;2019-04-30;;;;
7517;317815-83-1;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Approuvée;2027-03-01;Oui;;0.187;H400 H410
1913;79277-27-3;herbicide;"Avoine, Désherbage; Orge, Désherbage; Seigle, Désherbage; Blé, Désherbage; Porte graine, Désherbage; Graminées fourragères, Désherbage; Légumineuses fourragères, Désherbage";Approuvée;2031-10-31;Oui;;0.023;H400 H410
5672;1762-95-4;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;;;;;;
1093;59669-26-0;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Non approuvée;;;;;
1717;23564-05-8;fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;Non approuvée;2020-10-19;;;;
1718;137-26-8;fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;Non approuvée;2018-10-30;;;;
3396;89-83-8;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Approuvée;2026-04-30;Oui;biocontrôle;30.0;H302 H314 H411
5675;57018-04-9;fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;Approuvée;2034-08-31;Non;;1.2;H317 H400 H410
5643;115044-19-4;fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;;;;;;
1280;55219-65-3;fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;Non approuvée;2019-08-31;;;;
1281;2303-17-5;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Approuvée;2027-03-31;Non;candidat à la substitution;0.91;H302 H317 H373 H400 H410
2990;72459-58-6;fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;Non approuvée;2021-09-30;;candidat à la substitution;;
2064;101200-48-0;herbicide;"Orge, Désherbage; Seigle, Désherbage; Avoine, Désherbage; Blé, Désherbage; Jachères et cultures intermédiaires, Trt Part.Aer., Limit. Pousse Fructif.; Tournesol, Désherbage";Approuvée;2034-01-30;Oui;;0.47;H317 H373 H400 H410
1288;55335-06-3;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Approuvée;2026-03-31;Oui;;1170.0;H302 H317 H319 H412
6621;102-71-6;autre;"Autre usage phytopharmaceutique ; consulter e-phy/INRS pour le détail.";;;;;;
2678;141517-21-7;fongicide;"Avoine, Trt Part.Aer., Rouille couronnée; Orge, Trt Part.Aer., Helminthosporiose et ramulariose; Orge, Trt Part.Aer., Rhynchosporiose; Orge, Trt Part.Aer., Oïdium(s); Orge, Trt Part.Aer., Rouille(s); Porte graine - Graminées fourragères et à gazons, Trt Part.Aer., Rouille(s); Porte graine - PPAMC, Florales et Potagères, Trt Part.Aer., Maladies des taches ; Porte graine - PPAMC, Florales et Potagères, Trt Part.Aer., Rouille(s)";Approuvée;2033-07-31;Oui;;0.2;H317 H362 H400 H410
1289;1582-09-8;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Non approuvée;;;;;
2991;126535-15-7;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;;;;;;H351 H400 H410
2096;95266-40-3;régulateur de croissance;Régulation de la croissance des plantes (antigerminatif, etc.).;Approuvée;2039-04-30;Oui;;41.0;H317 H373 H410
2992;131983-72-7;fongicide;"Avoine, Trt Sem., Champignons (autres que pythiacées); Orge, Trt Sem., Champignons (autres que pythiacées); Seigle, Trt Sem., Champignons (autres que pythiacées); Blé, Trt Sem., Champignons (autres que pythiacées); Maïs, Trt Sem., Charbon des inflorescences";Approuvée;2027-01-31;Oui;;1.0;H361f H373 H400 H410
7087;142469-14-5;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Non approuvée;2024-11-06;Oui;;2.55;H317 H400 H410
8045;283159-90-0;fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;Approuvée;2027-03-01;Oui;;28.0;H351 H411
"1140
7521";"52315-07-8
97955-44-7";insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;"Non approuvée
Approuvée";"2020-12-01
2029-01-31";Oui;;0.0017;H302 H332 H335 H373 H400 H410
1722;137-30-4;fongicide;"Maïs, Trt Sem., Répulsif Corbeaux; Amandier, Trt Part.Aer., Cloque(s); Amandier, Trt Part.Aer., Tavelure(s) et polystigma; Pêcher - Abricotier, Trt Part.Aer., Cloque(s); Fruits à pépins, Trt Part.Aer., Stemphyliose; Fruits à pépins, Trt Part.Aer., Tavelure(s); Fruits à pépins, Trt Part.Aer., Maladies du feuillage; Fruits à pépins, Trt Part.Aer., Maladies précoces des fruits";Approuvée;2027-01-31;Oui;candidat à la substitution;1.0;H302 H317 H318 H330 H335 H373 H400 H410
2858;156052-68-5;fongicide;"Vigne, Trt Part.Aer., Mildiou(s); Tomate - Aubergine, Trt Part.Aer., Mildiou(s); Pomme de terre, Trt Part.Aer., Mildiou(s)";Approuvée;2033-06-30;Oui;;0.348;H317 H400 H410
